tweet_wakati,emoji
"ウサギ さん を 飼っ て いる 方 に お 聞き し たい の です が 、 5 歳 に なる オス の ライオン ロップ が 居る の です が … 最近 食べる ご飯 が 減っ て 来 て いる の です が 、 酷い とき ゃ 水 も 飲ま ない し 、 チモシー も 食べ ない こと も あり ます 😓 ただ 元気 な ん です 。 こういう 時 どう し たら いい と 思い ます か ？# ウサギ 飼い さん に 質問 
",😓
"簡単 に 辞め ちゃう わけ だ し 😓 
",😓
"そう な ん だ 😓 コールド プレー が とり ！ 見 なきゃ だ わ ‼ ️ 
",😓
"お 見事 ！ 🎉 正解 ！ です が 残念 ながら 、 抽選 に 外れ て しまい まし た … 😓 
",😓
"何 だ か なぁ 😓😓😓 
",😓
"お 見事 ！ 🎉 正解 ！ です が 残念 ながら 、 抽選 に 外れ て しまい まし た … 😓 
",😓
"適当 に サボり ながら 夕方 まで です ね 😓 
",😓
"驚き 😓 
",😓
"今回 も クルクル 回っ て しまい まし た 😓 
",😓
"大学 に も よる けど ねぇ 〜 😓 
",😓
"なん で やっ て なかっ た ん だろ ー って 感じ です よ 😓 
",😓
"なんか 整形 で も し た ん か レベル で 今 と 違う 😓 
",😓
"子供 が いる から 何 って 感じ です よ ね 😓 
",😓
"お 見事 ！ 🎉 正解 ！ です が 残念 ながら 、 抽選 に 外れ て しまい まし た … 😓 
",😓
"申し訳 あり ませ ん 😓 
",😓
"昨日 は 悔しい 引き分け でし た ね 😭 悔しく て ほとんど 寝 れ ませ ん でし た 😓 
",😓
"F 先生 は 長い 間 、 スネツグ の 存在 を 忘れ て い まし た 😓 
",😓
"お疲れ様 😓💦 仕方 ない よ 無理 し ない で ね 
",😓
"水曜日 から 、 最後 の 一 枚 が なかなか 落ち なかっ た です が 、 やっと です 。 😓 
",😓
"今日 も 仕事 中 だ 、 と 言う 言葉 で 行け なく て ごめん ね 😓 
",😓
"シフト 出す の って そんな むずかしい の か 😓😓😓 
",😓
"既製 品 は 奥行き が 浅く て 殆 ん ど 使い物 に なら ない と 思い ます 😓 
",😓
"お 見事 ！ 🎉 正解 ！ です が 残念 ながら 、 抽選 に 外れ て しまい まし た … 😓 
",😓
"アニオリ で も 、 🐊 先生 の 手 が 入っ て いる の なら あり がたく 見れる ん だ けど ね 😓 
",😓
"今 の 会社 は 人間 関係 も 仕事 内容 も 問題 無い から 辞め たい と は 思わ ない ん た よ ね 😓 
",😓
"辞め て 次 の 仕事 を 正社員 で 入ろう と 思っ て も 人間 関係 どんな ん な の か 怖い っていう の も ある けど 1 番 は 面接 が ね ... 😓 
",😓
"今日 スク で も 死体 撃ち し て た よ 😓 
",😓
"実は 昨日 から 既に ４ 回 くらい ロキソニン 飲ん でる けど 最後 の 一 回 くらい は 全く 効か なく て 熱 上がり 続け て たん だ よ ね 😓 
",😓
"友達 の スマホ で は ステッカー が 違う 感じ だっ た のに ☹☹ どうして 自分 は 違う ん だろ う ？ 🤔 何 か 設定 が ある の か な ？ 😓😓 
",😓
"私 あんまり スペース 向い て ない 気 が し た よ 😓 
",😓
"フリー 対戦 で 勝っ て も 段位 上がる よう に すれ ば もっと やる のに … 😓 
",😓
"怕爆 😓 
",😓
"年月 が 経っ たら やはり 若 さ に は 勝て ない わけ だ し な 😓 言っ て て 悲しい が な 。 
",😓
"上 から もの 言える ほど 強く ない ので やめ て ください 😓😓 
",😓
"せっかく Twitter で コメント し て いただい て も アタシ が フォロー 出来 て ない ので コメント が 見れ ませ ぬ 。 フォロー 承認 し て 下さい 😓 ⇒ ロン たん 
",😓
"無限 列車 編 を 見 ず に 夜勤 を し て も 、 全く 心 が 燃え なかっ た … … 😓 
",😓
"あれ が デビュー 曲 な の ね 。 うーん 😓 歌 上手い 人 を 活かせ て ない 🙊 
",😓
"カラス ？ ない てる 。 😓 
",😓
"知ら ず に 差し入れ た 方 は トラウマ に なり ます よ ね 😓 
",😓
"… オムレツ 実は まだ 成功 し た こと ない 😓 
",😓
"分から ない 事 だらけ です ね 😓 
",😓
"眠く なっ た から 寝 た が … … 結局 こんな 時間 に 目 が 覚め た 😓 
",😓
"一応 解放 は し て ます が 、 ちょっと 苦手 です … 😓 
",😓
"固 ツイ が 表示 さ れ ない みたい です 😓💦 
",😓
"妻 よ アボカド は 火 を通して は 駄目 な ヤツ な の で は 無い でしょ う か 😓 
",😓
"後日 の 約束 は 要ら ない です 😓 
",😓
"過ごし て まし た 😓 
",😓
"知ら ない 間 に 自民党 に 😓 ... だ から 今 は .. 小川 淳也 頑張れ ✊ ﾅﾉｯ 
",😓
"アグノム のみ て 他 が 出 ませ ん 😓 
",😓
"子供 サイズ です 😓😓😓 
",😓
"正直 に 言え ば 高 個体 で なく 色 違い が 欲しい ん だ よ なあ 😓 
",😓
"その 話 聞い て 美人 に 生まれ なく て 良かっ た と 思う と 同時に 、 🐶 くん 落とそ う として も 無駄 だ ぞ とか 美人 だ から って 調子 乗ん な 、 手 を 出す な と かも う これ 以上 言え ない けど めっちゃ 色々 思っ て しまっ た 。 。 笑 こんな こと 思っ ちゃう の 性格 悪い 😓 
",😓
"Aimer さん は 噂 は 出 て た けど 鬼 滅 起用 は 予想 外 だっ た ね 😓 
",😓
"流行り モノ 自体 に は 興味 ない けど 、 たまに 、 その 中 から ホンモノ が 出 て くる ので 、 流行り も あなどれ ない 😓💧 Ado さん も 今年 の 始め 頃 は 、 流行り か な ？ と 思っ た けど 、 聴い て み たら ホンモノ だっ た 😆 ✨ 🎵🎶 
",😓
"安倍 様 が 応援 し た ！ 泣く ー ！( 😓 ) 
",😓
"つくる の 大変 です よ ね ...... 😓 
",😓
"全身 を 洗う のに なぜ か 時間 が 掛かっ て 1 時間 入る なら 50 分 は 体 洗う の 時間 掛け てる 😓 
",😓
"お 風呂 は 体調 が 良く ない と 入れ ない から 😓 
",😓
"まだまだ 色々 と 忙しく て ゲーム する 余裕 無い けど 😓 
",😓
"よく わかん ない ん だ けど 😓 
",😓
"ショウ さん も 気 を つけ た 方 が 良い わ … 😓 
",😓
"う 〜 ん 、 お腹 すい た 😓 
",😓
"地熱 発電 を やれ ば 良い と 思う けど ね 😃 世界 で も 有数 の 地熱 量 を 誇っ てる ん だ から ‼ ️ 誰 も 言わ ない ね 😓 
",😓
"時間 を 要し た が 😓 
",😓
"今日 の Hatton 最悪 でし た by 進藤 ｻﾝ 🎤😓 
",😓
"15 万 円 位 あれ ば 何とか 今月 は 生き て 行ける か と 思い ます 😓 いや 💦 10 万 円 でも 生命 は 保てる かも … です 🙏💦💦 
",😓
"本当に 便乗 詐欺 師 の 様 です ね 😓 
",😓
"心 全部 折っ て くるん だ よ な 普通 に 😔😔😔 
",😔
"アンパン マン みたい に 顔 変え れ たら いい のに なぁ 😔 
",😔
"何 も し て ない ん だ けど な 😔 
",😔
"ぴえん 😔 
",😔
"すみません 😔 
",😔
"早く 話し たい な 〜 って 気持ち で いっぱい 、 毎回 お話 できれ ば いい の だ けど 😔 
",😔
"余計 な リプ でし た すみません 😔 
",😔
"気分 悪く さ れ た 方 は ごめんなさい 😔 
",😔
"あり ます あり ます 😔 
",😔
"何 回 も やめ て っ て 言っ てる の に やめ ない の は もう 障害 で は ？ 😔 
",😔
"感動 で 2 回 も 泣い ちゃっ た 😔😔😔 
",😔
"効く か なぁ 😔 
",😔
"副作用 無理 だ な 嫌 だ な 😔😔 
",😔
"まだ 誰 も ブロック し た 事 ない から 、 初めて の ブロック が ヒロポン だ ね 🥺💓 ブロック 記念 日 と カレンダー に 書い て おこ う 😔 
",😔
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😔
"メディア の 可笑し な 扇動 に 乗っ てる 方々 が まだ 居 ます から ね … 😔 
",😔
"お 外 の 生活 は 厳し 過ぎ だ から 😔 
",😔
"被り が 私 の 悪口 言っ てる の 知っ てる し 推し に も 筒抜け だ よ 😔 どん まい ✊ 🏻 
",😔
"もう 自民党 内 で の 総裁 選 の 報道 は 要ら ない よ 😔 
",😔
"成績 こん だけ しか 残っ て ない けど 男女 ARon 2 またまた 決勝 負け です 😢 決勝 ひ よっ ちゃっ て 弱く なる たっ ちゃ ん ごめん よ 😔 
",😔
"永遠 に 迷っ てる 😔😔😔😔 
",😔
"悪 ノリ で 描い て しまい まし た 😔 
",😔
"悲しく て おしっこ 漏れ そう すわ 〜 😔 ど ひ ゃ 〜 😔 
",😔
"何 度 か 接続 が きれ て しまっ て 、 同じ 方 を 見つけ られ なかっ た の が 心残り 😔 
",😔
"ひ ぃ ...（ 😔 ） 
",😔
"がんばっ て いっぱい 会い たい 😔 
",😔
"眞子 さま を 洗脳 する は ， 辞め て 欲しい 😞😔 
",😔
"😔💭 
",😔
"漢字 詩 君 😔 
",😔
"お 目 々 死亡 の 為 今夜 は これ で お 終 い 😔 
",😔
"😔💭 
",😔
"わたし も ね 最近 の ブーム は 漫画 な の 😔 
",😔
"本当は 試合 中 に 見 たい ん だ けど ね 😔 
",😔
"いやいや 加工 と メイク で 生き てる から 実物 は 😔 
",😔
"ユニバ で 買っ た トラベル 用 の ボトル セット を 今回 使っ た の だ けど 、 ポンプ が 押さ れ ない よう に する プラスチック の 部品 を ホテル の 清掃 で 捨て られ て しまっ た ぽい ぞ 😔 
",😔
"条件 違い の 方 は 抽選 から 弾き ます 😔 
",😔
"間食 し ない って 決め た から 頑張る 😔😔 
",😔
"ゴールド を 日本円 で 販売 し て くる の は かなり 嫌 です 😔 普通 の ゲーム だ と 育成 に かかる ゴールド は 有り余る もの な の です が 、 タクト で は ゴールド が かなり 貴重 な もの な ので やる気 削が れ ます 😩 
",😔
"そんな こと で 一喜一憂 する なら さっさと 稼い で 使え ば いい のに 😔 そしたら 周り の 子 は 黙る よ 😔 
",😔
"大切 な ペンライト だ と 思う ので 、 、 😔 
",😔
"ぜ ろ くん 強 すぎる ほんとに 😔 
",😔
"今 は やめ た ん だ けど 、 前 の バ 先 暴言 酷かっ た ん だ けど 、 それ 未だに 引きずっ てる 😔💦💦 
",😔
"やっ ちゃっ た 😔 
",😔
"流石 に ゲーム バランス おかしい ので 😔 
",😔
"ほんと です ね … 薬剤 は 受ける 側 の 体質 の 感受性 で 結果 が 変わっ たり という 面 は 私 も ある と 思い ます 😔 
",😔
"どうして こう なっ た 😔 
",😔
"彼女 の ストライキ の この 一 面 だけ を 切り取っ て 罵詈 雑言 を 浴びせ たり 、 容姿 を 揶揄 っ たり する の は 好み ませ ん 😔 ☁ 
",😔
"インプット が 足り ない ん だろ う なぁ ・ ・ ・ 😔 あと 、 融通 の 利か な さ 💦 
",😔
"明日 特典 会 話せ ない の 寂しい 😔 や だ 。 ここ の わ お 。 
",😔
"Butter 見る 元気 まだまだ あっ た のに 見れ ない みたい だ よ ね 😔🧈 大人しく 寝室 に 向かお う か な ... 目 が 冴え ちゃっ た から 韓国 ドラマ 見よ う か な 🤣🧡 
",😔
"なんか 自分 の 不甲斐な さ に 落ち込ん で テンション 下がっ て しまう の 相手 に も 失礼 だ から 気 を つけ た いね 😔 
",😔
"やっぱり 😔 
",😔
"はじまっ た な 😔 
",😔
"1 人 で スタッフ 回せる よう に なり たかっ た ナ ... 影 分身 でき ない か な 😔 
",😔
"疲れ た 😔 
",😔
"日本 の 警察 て その てい どなん や な 😔 
",😔
"自分 は 鉄 パイプ 右 下 に 常備 し て ます 😔 
",😔
"ちょっと 残念 😔 
",😔
"その 時 の 感情 を 思い出す ため に たま に 読み返す が 完全 に 普段 の 自分 の 語り口 調 その まんま で 書い てる から 自分 と 対話 し てる 気分 に なり まじ で キモ い 😔 
",😔
"昔 みたい に （ ！ ） 手 つなぎ たい なぁ と 思っ て 繋げ ない ﾗｲｱﾝ … 😔🆚 お でかけ する とき は 気付い たら 手 繋い でる ﾗｲｱﾝ 🤗🆚 ネオゲッターロボ ✈ ️🛩️🚁 
",😔
"夢 垢 の 浮上 率 の 方 が 高い ん だ よ ね 😔 
",😔
"日曜日 は 早起き し なきゃ ！ って 思い すぎ ちゃう から 結局 全然 寝 れ ない 😔 
",😔
"は 〜 … もうすぐ 公開 … 😔 7 時 に なっ た ！ （ ド 昼間 ） 
",😔
"でも その 辺 最初 から キチン と 仕事 し て もらわ ない と 、 文句 の 一つ でも 言い たく なり ます よ ね 😔 
",😔
"常に 体調 不良 アピール を し て い て 、 その 割 に 遊び に 出かけ たり 体力 を 消耗 する 趣味 を 楽しん で いる お 相手 に 取引 を ズルズル 引き延ばさ れ て 、 今日 やっと グッズ を 発送 し て もらえる … はず 。 発売 から もう 16 日 経っ てる よ 😔 
",😔
"早く やり たい です ねぇ 〜 😔 
",😔
"頑張っ てる ん だ けど なぁ … 😔 
",😔
"子ども が 私 の スマホ 片手 に 「 こっち 向い て 」 と 、 ロック 外し て イタズラ しよ う と する ので 困っ て ます 😔 
",😔
"でも 、 心配 し て くれる 友達 が いる だけ で 、 しんどく て も 頑張れる の で は 無い か と 思い ます 😔 
",😔
"誕生 日 夢 絵 依頼 しよ う か な … いや 、 よく ない よく ない 。 😔😔 
",😔
"涙 ぼろぼろ 出 て くる から もう 寝 た ほう が いい やつ 😔 
",😔
"それ わかり み しか ない っす 😔 
",😔
"ワールドォ … 😔 
",😔
"immortal 200 ポイント まで 1 日 で 下がっ た ... 🙁 ☹ ️😣😖😫😒😞😔😟😕 
",😔
"歌舞伎町 改めて 怖い から 当分 行か ない 😔😔😔😔 
",😔
"お 風呂 上がっ て 誰 か も くり やっ て たら 入り たい ところ だ けど 時間 的 に 誰 も やっ て な さ そう 😔😔 
",😔
"Butter も 見 たかっ た なぁ 😔 
",😔
"コロナ が 収束 し ます よう に 😔 
",😔
